Frase,Groundtruth,Predicción
 Messieurs.,0,0
" J’insiste sur les dispositions de la Belgique d’hier a dit comtés dans lesquels vous ne pouvez pas aller pro plus, les provinces auxquelles vous ne pouvez pas aller, mais en laissant libre le reste dans cette cote, comme la lumière orange rouge et en rouge, j’insiste sur le fait qu’il n’ya que deux provinces Lleida et Huesca",1,1
 7 billion euros of taxes.,1,1
" Si l’on s’attend à des données, puisque nous avons eu, comme vous le savez, le statut d’alarme jusqu’au 21 juin, ils ne recueillent donc qu’une semaine d’ouverture du marché et aussi avec une reprise progressive de la mobilité internationale.",1,1
 Ayer decía la vicepresidenta Calvo que eso no supone una huida de la justicia porque el Reino está inmerso en ninguna causa.,1,0
 Es sin duda una noticia histórica.,0,0
" The last is that of the European Commission which says that Spain will be one of the countries most punished with a fall in Gross Domestic Product with the levels of unemployment that will arise in Spain depending on European aid, of course.",1,1
" Une urgence sanitaire sans précédent qui aurait obligé toutes les forces politiques, quelles que soient leurs idées, à travailler ensemble pour sauver des vies.",0,0
" Nous avons été dans lesquels il ya eu des attaques contre les médias depuis quelques mois du gouvernement de l’Espagne elle-même, dans lequel nous avons essayé de limiter les questions de la table du conseil d’administration.",1,1
 La question sur la table est pourquoi a-t-il été activé tard?,0,0
" La mayoría de ellos, por ejemplo provenientes de Estados Unidos será nuestro mayor mercado emisor y en estos momentos estamos en un 99 por ciento de caída.",1,1
 I promote that there was more than 4 billion debt.,1,1
 Et pourquoi a-t-elle conduit l’Espagne à être le pays qui porte les pires données de santé et aussi les pires données économiques?,1,0
" En juin dernier, dans lequel nous avons réduit la masse salariale mensuelle de 1392 millions d’euros précisément par beaucoup de gens, je veux déjà la mettre en valeur.",1,1
" Well, five of them already have the prototype vaccine that's already starting rehearsals.",1,1
" Tendremos segunda oleada no tendremos segunda oleada oleada como buena evolución, revolucionarlo los rebrotes estamos viendo y esto es, o esto es un elemento bastante, bastante obvio, que la situación en las Américas tanto en América del Norte como América Central América del Sur es mala.",0,0
" Ciudadanos No se nos olvide, porque siempre se nos pregunta,, cuál va a ser nuestra posición.",0,0
" Et maintenant, nous avons une nouvelle phase jusqu’au 30 septembre.",0,0
 Gracias.,0,0
 Qué tiene que pasar para que sea el Gobierno de España el que tuviera que intervenir y tomar decisiones de ámbito nacional?,0,0
 Quite the opposite.,0,0
" With this long, tending conversation he apparently had with Pablo Iglesias with this letter.",0,0
" Pongámonos de acuerdo de una vez para cambiar la Ley Orgánica del Poder Judicial y que los vocales del Consejo General del Poder Judicial sean elegidos, esos 12 de entre 20, por jueces y magistrados, entre jueces y magistrados, y que no se encuentren contaminados de política y que los ciudadanos españoles no sospechen de la politización de la justicia, es que se le abren a uno las carnes cuando ve los estudios de la Comisión Europea que dice que España, por detrás de Polonia, es el.",1,1
 49 per cent of the posts to be offered at European level will require intermediate qualification.,1,1
 El virus está ahí.,0,0
 It is the Government of Spain that has decided not to amend the law to justify the seizure of the 15 billion euros that they say volunteers as voluntary as that if you do not deliver them do not give you part of the 5 billion euros of a fund that they have created.,1,1
 Pues muchísimas gracias.,0,0
 Pero estamos convencidos que poco a poco se irá abriendo España y recuperando todas las actividades turísticas y empezaremos a sentar las bases de ese acuerdo de reconstrucción que en estos momentos están terminando de perfilar en el Parlamento.,0,0
 Mandé una carta a todos mis colegas europeos y controlé desde que había una alerta controlar las entradas en los aeropuertos.,1,1
 More than 52 percent of young people between the ages of 18 and 29 are tenants.,1,1
 Merci à tous ceux qui nous ont accueillis aujourd’hui.,0,0
 Le PNV est également une fraude dans le recrutement de médecins.,0,1
 43 percent.,1,1
" El otro día España ha tenido el pico de sanitarios contagiados, los mayores de todo el mundo también de muertes por habitantes.",1,1
" Well first of all I want to value the Public Employment Service, which has been cut by 2500 people.",1,1
" It is true that while he is not imputed, he is not investigated.",1,1
 Su Majestad el rey Felipe Sexto se desvinculó de rey emérito y renunció a su herencia.,1,1
 Deux miracles espagnols nommés d’après quelques-unes des universités américaines les plus prestigieuses ont eu lieu.,1,1
 Pablo mute or seculo XX a contemporary history of Spain.,0,0
" It has contagion figures, incident figures that have already placed us as a country in the tail of the entire developed world, according to all the indicators of Johns Hopkins, Oxford, Cambridge, Lancet.",1,1
 Hay una cuestión de fondo.,0,0
" Ahora resulta que ese juez ha decidido que no va a citar a Eugenio Pino director adjunto operativo que era precisamente la persona a la que dice Villarejo que entregó esa información que fue intervenido en sus ordenadores, sino que ha decidido que ha leído una noticia en un periódico y que sin que lo hayan estado en ninguna de las partes, decide llamarle a declarar sin saber exactamente para qué.",1,1
 Le gouvernement s’en sort pour protéger ce secteur si important pour notre économie.,0,0
" I say this because the temporarys in many cases through the Strip, passed from Huesca Aragon and I do not know if both outbreaks would be linked.",1,1
" Il y a eu rébellion des maires, pas seulement des maires du Parti populaire, mais aussi de nombreux autres partis qui ont été plantés.",1,1
" Au cours de ces deux années, nous avons réussi à gouverner pour la première fois de notre histoire en Andalousie et à récupérer les mairies de Madrid, Saragosse, Oviedo Córdoba ou Pampelune.",1,1
" He's working on it, my.",0,0
" Above all, we will also talk about this after this and in the Popular Party, The speaker in the Senate Javier Maroto accuses Pedro Sánchez of the president of the Government of defending the monarchy with small mouth.",0,0
" Eh bien, eh bien.",0,0
" Ce que l’Europe souligne, c’est l’austérité.",0,0
 Il y a une autre question que je voulais vous poser parce que la vérité est que l’Organisation mondiale de la santé a indiqué que la gestion des flambées de virus de la Couronne en Espagne était la cause des restrictions qui ont été imposées aux voyageurs en provenance de notre pays.,1,1
 Inflation what we see right now is inflation of 0.3 percent.,1,1
" Parce que j’insiste, Pedro Sanchez a ce bouton rouge.",0,0
 La Ley de Violencia Sexual arrancó por fin en el Congreso de los Diputados.,1,1
 No en estos momentos.,0,0
 Él hace dos meses decía una y otra vez que los ahorros de los ayuntamientos eran de los ayuntamientos y además había que gastarlos en los ayuntamientos que habían hecho bien su labor y que habían gestionado esos ahorros a lo largo de los años.,1,1
" In these two years, there have been more than twelve six percent of the course in both The National Police and The Civil Guard.",1,1
" In fact we are also seeing that the Spanish company that has a quick test with enormous reliability, practically 98 percent.",1,1
" I think it is inadmissible for a Vice-President of the Government of Spain to act as Mr Iglesias acts, who has to stop being that radical in university mobilizations and actually act as a serious president of a serious country such as Spain, for closing the issues that mark the day to more information about Switzerland's alleged money movements.",0,0
" Por eso, cuando nos critican por querer aplicar nuestro programa o los acuerdos que hemos suscritos en el acuerdo de coalición, nosotros volvemos a insistir en que no están ahí por casualidad, en que uno de los problemas principales de los últimos años ha sido la reforma laboral del año 2012, que ha permitido incrementar la explotación sobre la clase trabajadora que e ha permitido acabar con la negociación colectiva que ha bajado los salarios para encaminarnos a ser un país que intenta competir por la vía de los bajos salarios.",1,1
 Il n’y aura aucun risque que lorsque nous aurons le vaccin et que nous aurons donc le remède.,0,0
 Daba los datos de que en torno a la mitad de los trabajadores protegidos por los entes en Málaga ya se han incorporado a su actividad turística y además se han incorporado con un contrato.,1,1
 Il y a des pays qui ont des données nettement pires que les nôtres dans notre système national de santé.,0,1
" Como resumen, decir la tasa de criminalidad índice que mide el número de delitos detectados por cada mil habitantes, lo que utilizamos y lo que se estudia desde el Ministerio de Interior cayó en el Campo de Gibraltar el pasado mes de mayo a cuarenta coma uno, cuarenta coma un delitos cometidos en la zona por cada 1000 habitantes.",1,1
 Como decía el Ministerio de Sanidad ya recuerda lo que decían.,0,0
", Ni n’est utile ni n’est-il une personne qui défend l’égalité de chacun ou est exemptée des cas de corruption.",0,0
" Et voici une condamnation qui porte la prison, les peines une privation de liberté et qui doit être purgé, ni plus ni moins.",1,0
" Mais si nous regardons ce que font l’évolution des données dans la zone euro, nous avons déjà ce qu’était la contraction au premier trimestre, qui a été une contraction de 3,6 pour cent.",1,1
 Datos de llegada de turistas internacionales a España durante el mes de junio llegaron apenas algo más de 204000 turistas si lo comparamos con junio María del año pasado supone una caída del 97 porciento.,1,1
 Les conditions sont très claires.,0,0
 Il nous semble fondamental que s’ils n’ont plus accepté notre proposition qui était de célébrer les instituts scolaires près des maisons de chaque jeune afin qu’ils n’aient pas à massifer les transports en commun et avoir pendant plus de six heures des personnes dans des endroits fermés à risque de contagion.,1,1
" Respecto al aeropuerto de Barajas, puesto que Sánchez no ha tomado unas medidas contundentes, el aeropuerto de Barajas para controlar la posible entrada de contagiados es la Comunidad de Madrid lo que tiene que hacer y en este caso la Consejería que depende de Ciudadanos, que es el tema de infraestructuras.",1,1
 Dicen que tiene que ser un centro de salud pública.,0,0
" La tiene Okdiario, la tiene Interviú, la tienen los policías de la trama, la tiene Villarejo y resulta que ahora parece que Villarejo nos lo hemos inventado nosotros verdad?",1,0
 La quatrième folie est qu’il n’y a pas de plans pour alléger les dommages au secteur du tourisme.,1,0
 Here we have talked about housing.,0,0
" Pourquoi ne pas nous expliquer qu’en connaissance de cause qu’il n’a pas fait l’objet d’un vol qui n’a pas été victime, il a profité politiquement de la situation pour parler des égouts de l’État qui n’existaient pas dans son cas particulier.",1,1
" They met in April in May, in May, at the end of May and also met yesterday, where the sub-delegate was held as the representative of the General Administration of the State in the mainly unaffected area, which relates to what Is Operation Patrón, he said.",1,1
" Par conséquent, ce dont le ministère de la Santé a besoin, même si je sais que les nationalistes ne l’aiment pas du tout, c’est de se renforcer et de se renforcer.",0,0
" En outre, l’article 135 de la Constitution elle-même prévoit que, dans une situation d’alarme ou d’urgence comme celle-ci, la règle des dépenses peut être exceptionnelle.",1,1
 Estamos creo que haciendo nuestros deberes.,0,0
 Lo llevamos diciendo semanas anunciando los padres de los niños con capacidades diferentes con algunas discapacidades que no les permitían ya estar integrados en la educación ordinaria.,1,1
 Let's actually boast that plan B existed.,0,0
" Conclusions have had to be described into four different opinions, subjecting them to a negotiation of geometry that is impossible to end up assuming that what could not be reached is to reach a single and great pact and to add to all political forces.",0,0
 Y es que nuestra meta común es fortalecer nuestro proyecto común que es la Unión Europea.,0,0
". You have already mentioned all the tax aid, everything that has to do with the courts, the temporary employment regulation files, especially here on the Costa del Sol, in tourism",0,1
 THE ESRTE has indeed been extended until 30 September.,1,1
 And here's what he said.,0,0
 Et il faut s’en souvenir avec le vote seulement en faveur du Parti socialiste et contre le Parti populaire des citoyens de junt@s.,0,0
 Yo creo que esa fortaleza en nuestro sistema sanitario es un sistema resiliente.,0,0
" Le chômage avant PIB était inférieur à 10%, avec la Navarre 29% ou plus du PIB.",1,1
" I mean, there's a lot of stuff.",0,0
" At that time 80 per cent are already in business and there has been a double effect today the protection of companies, but especially and that is not said, employment protection.",1,1
" You have to sit down with the People's Party, you have to sit down with the Socialist Party and you have to tell them you won't take advantage of any confusion.",0,0
 No sign-up as investigated,1,1
 Un gobierno del Estado ha respondido a la situación de las trabajadoras domésticas y por primera vez se ha hecho una movilización de recursos sin precedentes para proteger a las personas que tenían una hipoteca y a las personas que tenían un alquiler.,1,1
 Avec ces aides que le CEOE a également demandé à être élargi parce qu’ils ont été insuffisants.,1,1
" Je vais me référer à la première, je n’ai rien à dire et je me réfère.",0,0
" Eso ahora no se va a permitir y tampoco se va a permitir lo que decía antes de ayer, que hay 100 mil millones de euros.",1,1
" Un cambio en la universidad lo firmamos en el Parlamento, siendo Ana presidenta.",0,0
 Nous avons donc enregistré aujourd’hui cette proposition de baisse de la TVA dans le secteur du tourisme.,1,1
" Aujourd’hui, vous le voyez au 14000 394.",0,1
" En el caso de Navarra Suma conseguimos ganar las elecciones y el pacto de María Civit con el PNV y con la marca blanca del PNV y sobre todo con los con los herederos de ETA, ha posibilitado que el Partido Socialista al Gobierno de Navarra y no lo hagan los constitucionalistas de Navarra suma.",1,1
" The first to implement the rapid tests here in Galicia has saved lives, prevented contagion, prevented family dramas.",1,1
" Et en 2015, ce contrôle judiciaire a été mis en place, ce qui est une garantie dans toute règle de droit.",1,1
" Ils ont déjà proposé un amendement à toute la fiscalité qui a soulevé 7 milliards d’euros d’impôts sur les Espagnols, et non pas aux grandes fortunes qui peuvent être allés dans un autre pays parce qu’ils sont généralement multinationaux ou non à la classe moyenne.",1,1
" I say again, extraordinary circumstances have also been.",0,0
 También porque es que realmente lo decía ahora el presidente del Partido Popular en estos momentos la mitad la deuda la está comprando el BCE y eso es lo que en cierta medida también está dando confianza a los mercados que es la otra mitad de la tarta que está comprando esa deuda.,1,1
" Es más, dice que ustedes han bajado casi dos puntos.",1,1
" And now what we see is that in the face of a crisis as tremendous as the one that we are experiencing communities of different political sign for Catalonia, there is also the Basque Country.",0,0
" But it is that, in fact, there are municipalities that unfortunately do not have a blocked money do not have enough money accumulated to now meet the social needs, which also requires other types of transfers.",1,1
 Y el rey don Juan Carlos tuvo un papel en esa construcción de la España constitucional.,1,0
" I would like to point out that in the case of Paradores where we are doing traveller satisfaction surveys, almost nine out of 10 are not taking a very favourable attitude and one would be very favourable with regard to the implementation of the protocols.",1,1
" Cuando te dan los hechos política de hechos consumados, tú te tienes que adelantar tú tienes que estar.",0,0
 Europa reabre parcialmente fronteras exteriores.,0,1
 Más de un millón y medio de trabajadores y trabajadores autónomos que han podido cobrar una prestación por cese de actividad.,1,1
" At a time like I say, it's of utmost concern for the public.",0,0
" Dès le premier instant, nous avons été clairs.",0,0
 We believe the time has come to stop plating and protecting our toilets.,0,0
" Vuelvo a decir en concreto, cuando Marruecos va a decidir abrir las fronteras, pero porque actúa también como archivamos de otros países.",0,0
 Le han cortado la mano a un señor a golpe de machete porque intentaba evitar un robo.,0,0
" La novedad ayer y usted la anunció es que va a haber movilizaciones este mes de agosto y de septiembre, y eso es lo que ha pasado hasta hoy.",1,1
 Porque es bueno que los españoles sepan que en España todavía no hay una investigación judicial abierta por estas actividades del Rey emérito.,1,1
" Entonces, un partido que no sabe que nunca ha sido negligente, que no ha gestionado la crisis que nos ha llevado además por motivos por sectarismo y por motivos ideológicos al 8M.",1,1
" Nous parlons de nombreuses entreprises et de beaucoup d’activités à l’étranger, de sorte que nous sommes passés de 22 % du PIB de l’internationalisation à 34.",1,1
" And if I also want to take advantage of, following the statements that I have made of from mayors of the area of A Mariña to recognize the role of the entire municipal world or of the mayors of the councillors in all these months of combat against the Kubik, which has sometimes been a little in the background and has also been a very active and very active , very relevant.",1,0
 Servimedia The digital alert question is as follows.,0,0
 That the judge has been called upon to declare something absolutely incredible in a rule of law.,1,1
" Et bien sûr, nous allons le faire et nous l’avons fait dans notre programme, un plan pour l’entrepreneuriat, pour soutenir tous ces gens qui sont des talents dans les entreprises et pour l’économie de notre terre, que nous en avons besoin ici sur le terrain et nous ne pouvons pas nous permettre d’être laissés par les entrepreneurs et les vrais talents de cette terre.",0,0
" In the case of Cayetana I believe that the minutes are personal and therefore even if it was presented on the list of the People's Party, it is for it to make the decision that it deems best and that it deems most appropriate.",0,0
" Et ce que vous avez dit au sujet de la demande de comparution du vice-président, je voudrais vous le demander très clairement.",0,0
" The People's Party has already put forward a proposal, which is to return to the pre-model in which judges elect judges and that is the position of the People's Party.",1,1
 Acordaros que en la anterior legislatura se habían prometido cuatro mil quinientas. Se hicieron 63.,1,1
 Je ne pense pas qu’on assiste à la démondialisation.,0,0
" Aunque sea puro disimulo, pero cuando ya algunos dejan de disimular y abiertamente se quitan la careta y dicen que sí, que yo estoy aquí para atacar a unidas. Podemos con razón o sin ella, dispuesto a hacer lo que sea necesario para echarlos del gobierno.",0,0
 Les performances mafieuses avec lesquelles vous devez intervenir avec une force beaucoup plus énergique de l’individu squatter.,0,0
 Cuestión?,0,0
" All these flights were controlled, the temperature was controlled, who arrived and was located at home.",1,1
" In total in our country 850 thousand households that will benefit from the minimum living income and above all, millions of children suffering from child poverty in our country.",1,1
" Et comme un paradigme de tout cela, l’hypothèse pour la première fois dans l’histoire de notre démocratie, d’un revenu vital minimum pour le bénéfice de ces groupes les plus vulnérables.",1,1
" Qué previsión tiene de esta llegada de turistas extranjeros concretamente de sus países de los que estamos hablando como Japón Nueva Zelanda, Corea del Sur.",0,1
" Complementing what the minister said, in Spain we have 1300 radars.",1,1
" L’ISE indique que l’économie a chuté de 5,2 % au premier trimestre de l’année.",1,1
" Et c’est pourquoi tout ce que j’ai dit sur les taxes d’éducation logement, tout cela est voté le 12 juillet.",0,1
 Nous pouvons et sommes unis. Nous pouvons gagner deux élections générales au Pays Basque et en Se.,1,0
" All this can always be talked about, but unfortunately at the moment I think that in that line is the Socialist Party because yesterday it voted against our proposals",1,1
" Oui, c’est toujours une question positive dans notre démocratie, la disqualification des institutions et donc la disqualification du pouvoir judiciaire.",0,0
 Hopefully tomorrow we can count that Nissan agreement and hopefully we can also tell that at least the UK is raising quarantine for the Canary Islands and the Balearic Islands.,0,1
 On dirait un accord satisfaisant pour moi.,0,0
 Pouvez-vous imaginer?,0,0
" In relation to the former, we are engaged in an operation within the European Union.",0,0
 Qui parle de mon problème ?,0,0
" Pero una cosa es que cumpla con las normas y otra por ejemplo, es que el aeropuerto de Barajas pueda decir otro.",0,0
 I'm saying this because right now I think about 700 positive cases are detected a day,1,1
 Lo hicimos en el año 2003 con la crisis del SARS y lo hicimos en el año 2015 con la crisis del ébola.,0,1
 Nous avons également vu cette semaine plusieurs informations qui.,0,0
 And it must be remembered with the vote only in favour of the Socialist Party and against the People's Party of Citizens of junt@s.,0,0
" La vérité, c’est que je ne pense pas que ce soit à toi ici.",0,0
 Je vous demande que nous soyons moins bien lotis que lorsque vous êtes sorti de l’état d’alarme ou ne savions-nous pas quand nous avons pris l’état d’alarme qu’il y aurait des flambées?,0,0
 Le maire Almeda vous remercie.,0,0
" Por tanto esto no es un problema ante el PP y el PSOE es el PSOE que está solo que se queda solo en la aprobación de este Real Decreto y que además abandona el municipalismo porque necesita dinero y necesita ser rescatado por los ayuntamientos, necesita su dinero y lo incautÃ justificando que a cambio te dan 5 000 millones de euros si los dejas durante 17 años, los 15000 millones de ahorros que han costado mucho esfuerzo a muchos ayuntamientos conseguirlo.",1,1
 L’Espagne a un taux de chômage structurel bien supérieur à la moyenne communautaire.,1,1
 Manejaste que podrían subir?,0,0
 This has been done in Korea and has not been so complicated.,1,1
" Las conversaciones, obviamente, empiezan y siguen.",0,0
 Comment comprenez-vous cela?,0,0
 Il faut donc mettre en avant un ensemble de mesures de réforme.,0,0
 Vous avez parlé du cas de Fernando.,0,0
" Le gouvernement de l’Espagne et les communautés autonomes, si nous pouvons accélérer cela, le gouvernement de l’Espagne est du Parti socialiste, nous devons conduire le PP à dire que nous n’aidons pas.",0,0
 Gays estamos todos.,0,0
" Sin duda nuestra forma de relacionarnos y está teniendo un fuerte impacto económico y social, especialmente negativo en el sector turístico.",0,0
 We have more infected toilets than anyone else and now in outbreaks or flare-ups more than anyone else.,1,1
 Since Alfonso and Javi left here there has been no housing policy.,1,1
 In Seville we learned last week that the entire management of a center had resigned because it ensured that it did not feel prepared to face this situation from September.,0,1
" In that sense, if we trust that caraballo will not take place at that table if everyone is very good morning.",0,0
 Carretera interna.,0,0
" Soit dit en passant, à la tête de ce qui est aujourd’hui le roi Felipe Sexto et qui a fait pour les six dernières années l’exercice de son travail d’une manière exemplaire.",1,1
 Merci beaucoup.,0,0
" Bien, muchas gracias.",0,0
 Pero de qué forma se podría lograr más recursos?,0,0
 Et notez que 25 pour cent des étudiants espagnols étudient dans l’enseignement concerté et l’enseignement concerté est un enseignement financé par l’État soutenu.,1,1
" So we can't be demanding Sanchez to fast down closures and vet, that we're going to get a lot of infected and Sanchez doesn't make the fish.",0,0
" Todavía no están convocadas las elecciones en Cataluña, pero antes incluso de la pandemia el presidente Rajoy dijo que iba a convocar las elecciones después de la aprobación de los presupuestos en el Parlamento de Cataluña.",0,1
" Et aujourd’hui, l’OCDE avertit que notre économie est en retard",1,1
" We are concerned that large and large universities worldwide, such as Oxford and Johns Hopkins, qualify the management of the Government of Spain as nefarious.",1,1
" El paro antes del PIB era menos del 10 por ciento, Navarra el veinti nueve por ciento más o menos del PIB.",1,1
 In that social policy chapter there is still no guarantee that we can move it forward.,0,0
 Us.,0,0
 Y luego lo clave en esta fase.,0,0
" Nous discutons avec Pablo Montesinos, secrétaire adjoint à la communication du PP.",0,0
 Que la responsabilidad e la responsabilidad de la pandemia es del Gobierno de España,1,1
 Je connais l’un des plus dangereux d’Espagne.,0,0
" En Europe, l’économie submergée est de 13% et en Espagne l’économie submergée est de 24%, ce qui signifie que si nous divisons ce que les Espagnols paient.",1,1
 And now perhaps in exchange for the non-refundable fund that the Community of Madrid has given to Cata and practically thanks the Reconstruction Commission with the PSOE de Sánchez.,1,1
 Un manifeste qui a également été approuvé par neuf des organisations les plus prestigieuses de ce secteur et qu’il en est venu à dire que le leadership est nécessaire face à cette deuxième vague de la chorale Virus et que les toilettes ne veulent plus d’applaudissements sur les balcons.,1,1
" Notice that it is curious that contrary to what I say, the house lawyers and said in a report that Congress had competence for the commission of inquiry to have the number of DIN's phone card at the time of Pablo Iglesias",1,1
" Los rebrotes que se están produciendo son sobretodo asociados a reuniones familiares, algunas actividades económicas, como es el caso de los temporeros y por lo tanto creo que también hay que acotar la información a los ámbitos donde se están produciendo los contagios son contagios además que están controlados.",0,0
" En outre, dans un autre ordre des choses, aujourd’hui, il y aura beaucoup d’Espagnols qui se demandent où le gouvernement de l’Espagne est.",0,0
 Salaire minimum interprofessionnel 950 euros et avec le dialogue social avec l’employeur sur la photo.,1,1
 Ese es el desafío que tenemos todas las instituciones y en particular todos y cada uno de nosotros como individuos.,0,0
 Pourquoi n’expliquez-vous pas ce qui est arrivé à la carte de votre digne conseiller ?,0,0
 We have to send a message of peace of mind.,0,0
 We have 55000 unemployed plus a million jobs destroyed.,1,1
" Évidemment, il y a pratiquement plus de 40 lignes là-bas.",1,1
" El Gobierno también el anterior, volcó muchos recursos en la industria electro intensiva en particular en Alcoa, ayer georreferenciada, que en los dos últimos años ha habido un esfuerzo por parte de todos los contribuyentes de más de 37 millones de euros de ayuda a Alcoa para compensar el incremento del precio energético.",1,1
 It gave the data that around half of the workers protected by the edes in Malaga have already joined their tourist activity and have also been incorporated with a contract.,1,1
" Posteriormente fue elegido presidente de Cepyme, poniendo mucho énfasis en el crecimiento empresarial.",0,0
 What do they do?,0,0
 Il a perdu 6 3000 voix et plus se gâter jusqu’à présent que les citoyens.,1,1
 Pero es que también se ha detectado y una de los principales focos de contagio está siendo este.,1,1
 El 60 por ciento de los contagiados son asintomáticos.,1,1
" At this time, many patients, multi-pathological seniors can be cared for at home from home without having to move to a health center.",0,0
" Not that the PP asked for it, it's that I asked Zapatero with Greece when Greece asked for the lines of credit and Zapatero said Hey, here you have to comply.",1,1
" Après la pandémie un peu plus, je n’ai pas ministre.",0,0
 El ministro de Sanidad se comprometió en sede parlamentaria conmigo y se comprometió a que lo tramitamos como proyecto de ley.,1,1
" Esto es una materialización, es una evidencia de que el curso ha podido culminar con éxito a pesar de las circunstancias.",0,0
"Depuis 2012, les conseils municipaux ne pouvaient pas avoir le surplus restant",1,1
 We have very positive experiences such as Navarra Suma or PP plus C's in the Basque Country.,1,0
 Son propiedad de los ciudadanos.,0,0
 Es parte del patrimonio de España del patrimonio humano y del patrimonio natural.,0,0
" Tout d’abord, il convient de rappeler la dernière en date de la guerre commerciale entre les États-Unis et l’Union européenne sur l’aide au secteur aéronautique, une question sur laquelle les agriculteurs n’ont rien à voir avec cela.",0,0
 Lo que está claro es que nosotros tenemos una propuesta y a partir de esa propuesta hablamos con todo el mundo.,0,0
 Laissez-nous vous garder dans un gouvernement à la hauteur des besoins et des défis que nous avons dans l’ensemble de l’État.,0,0
" Es decir, tenemos una dejación bastante importante.",0,0
" Selon le FMI, c’est le pays où le PIB a le plus baissé ou, selon la Commission européenne, a décuplé le chômage pendant la crise de Koblet de l’ensemble de la moyenne européenne.",1,1
 C’est ce grand PP des 10 millions de votes de l’année 2011.,1,1
 Il est clair qu’il y a là un problème de légalité et le gouvernement de la nation en a été averti et pourtant il n’a pas pris de mesures jusqu’à présent.,1,1
 Such.,0,0
 Et il soulève la reconnaissance de l’architecture comme un aliment de base de la qualité de vie des gens.,0,0
 Tenemos que mandar un mensaje de tranquilidad.,0,0
" It is an intolerable privilege that without having served even a quarter of the sentence, prison benefits are already being granted as they are establishing semi-freedom regimes.",1,1
" Notre objectif commun est de renforcer notre projet commun, c’est-à-dire l’Union européenne.",0,0
 J’ai rencontré jusqu’à quatorze fois pour la première fois dans l’histoire de la démocratie jusqu’à quatorze fois au cours de cet État.,1,1
 A more generic question.,0,0
" Et quand il était le candidat le plus voté en dehors du nationalisme dans les élections dans lesquelles il s’est présenté pour lendakari avec plus d’un quart de million de voix, étant la deuxième force politique.",1,1
" Par conséquent, et ces prestations sont déjà reconnues et sont versées, et au cours des derniers jours, elles seront également payées avec l’entente qui a été conclue avec les institutions financières.",1,1
"<span style""letter-spacing: 0.14994px;"">We're in a pandemic, aren't we?</span> And so the Public Health Act acts in the face of a pandemic",1,1
" Dans un peu plus de cinq mois, nous apporterons une contribution de ressources ou cette année 9 milliards d’euros en santé publique seulement à nos communautés privées.",1,1
" C’est pourquoi, pour les usines de composants automobiles et en particulier pour la grande usine, même si le Parti populaire de Vigo se plaint, c’est que les mesures annoncées par le gouvernement devraient arriver dès que possible parce qu’elles n’ont pas été présentées au Conseil des ministres, où ils ont dit qu’il fallait le faire d’urgence.",1,1
 Route intérieure.,0,0
" Nous l’appelons avec des mesures aussi importantes que la flexibilité des arts, qui, par exemple, pour vous donner un pourboire dans le cas de Malaga a protégé plus de 130000 travailleurs.",1,1
" Bueno, pues sobre Valencia estamos en el trece coma tres por debajo y Bélgica lo ha aplicado así",1,1
" J’ai l’impression que la demande s’est intensifiée et les motifs aussi, à l’inverse.",0,0
 We are seeing that this is having a significant impact from the point of view of international trade.,0,0
 Fue elegido con el 57 por ciento de los compromisarios frente a Soraya Sáenz de Santamaría.,1,1
 It is true that we already have certified the 22 protocols that ICE has developed through ISO standards.,1,1
 Todo eso lo ha hecho Pablo Iglesias en su paso por la política.,0,0
" Lo digo de verdad, que salte tanto a los medios de comunicación, las opiniones que hoy los debates que tenemos entre nosotros mismos estamos habitualmente en el ámbito público hablando y debatiendo.",0,0
" En fait, comme je l’ai dit, nous avons enregistré une proposition visant à réduire les impôts, à baisser la TVA, à la prolonger, à la prolonger jusqu’au premier trimestre 2021, car de nombreuses entreprises qui ont été frappées par cette pandémie, qui vont subir une crise économique majeure, doivent être données avec autant d’agilité que possible.",0,1
" And Lorena Roldán who is a spokeswoman for Citizens in the Senate and who is deputy national spokesperson, in addition to the Executive Committee.",0,0
" Because coordination has existed, they have made the effort that the autonomous communities, the Government of Spain, are making, which it knows because it is.",1,1
" Lo llamamos con medidas tan importantes como la flexibilización de los artes, que, por ejemplo por daros un dato en el caso de Málaga ha protegido a más de 130000 trabajadores.",1,1
 Muchísimas gracias a ustedes y pues muy buenos días.,0,0
" Esto por un lado, y por otro lado me gustaría también advertir de que estamos viendo estos brotes, estamos viendo estos datos y creo que Sánchez debería estar mucho más pendiente de estos datos que de estar de campaña electoral o estar viajando en el Falcon para ver a algunos amigos",1,1
" And that also happens because the government tells the public the details that the public wants to believe, it wants to know.",0,0
" 30 per cent of the deceased were within what is the vulnerable collective, while I say again, last year it was 43 per cent and instead it was the year that we have also indicated, the number of deaths was the lowest since we have statistics, which is an absolutely relevant issue and we are clearly working to improve the protection of vulnerable users.",1,1
 Il est doté de quatre mille deux cent soixante-deux millions d’euros.,1,1
" Et cela dit Paul Iglesias, nous avons toujours mis la tige de mesurer l’ouverture du jugement oral",1,1
" All the complete information is what you have to value and above all treat as a companion of yours, keep the conclusions.",0,0
" Les gens disent Uy, tu es très, je suis très dur.",0,0
